SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),Trichodesmium Biomass Conversion factor (mg C/106 nifH copies),Trichodesmium Biomass (mg C m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-A Biomass Conversion factor (mg C/106 nifH copies),UCYN-B nifH Gene (x106 copies m-3),UCYN-B Biomass Conversion factor (mg C/106 nifH copies),UCYN-C nifH Gene (x106 copies m-3),UCYN-C Biomass Conversion factor (mg C/106 nifH copies),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia nifH Gene (x106 copies m-3),Richelia Biomass Conversion factor (mg C/106 nifH copies),Calothrix Associated Species,Calothrix nifH Gene  (x106 copies m-3),Calothrix Biomass Conversion factor (mg C/106 nifH copies),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes,Gamma A nifH Gene (x106 copies/m3),Gamma P nifH Gene (x106 copies/m3),CIII nifH Gene (x106 copies/m3)
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-09,3.80,67.00,110,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-09,3.80,67.00,220,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-12,7.60,67.00,10,,,,,,7.2131,0.02,,,0.1443,,,,,,,,0.144,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-12,7.60,67.00,25,,,,,,23.8251,0.02,,,0.4765,,,,,,,,0.477,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-12,7.60,67.00,50,,,,,,7.2131,0.02,,,0.1443,,,,,,,,0.144,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-12,7.60,67.00,75,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-12,7.60,67.00,100,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-12,7.60,67.00,150,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-26,26.00,56.58,0,,,,,,8.3060,0.02,,,0.1661,,,,,,,,0.166,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-26,26.00,56.58,15,,,,,,23.1694,0.02,,,0.4634,,,,,,,,0.463,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-26,26.00,56.58,25,,,,,,9.1803,0.02,,,0.1836,,,,,,,,0.184,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-26,26.00,56.58,50,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-26,26.00,56.58,70,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
,"Mazard et al. (2004), doi:10.1128/Aem.70.12.7355-7364.2004",qPCR,2001-09-26,26.00,56.58,95,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,"Sampling dates estimated, cruise in 2001-09-01 to 2001-09-27",,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-12,11.97,109.64,0,1.1626,0.3,0.349 ,5.2500,0.0002,0.0000,0.02,,,0.0011,Rhizosolenia,0.3355,0.01,Chaetoceros,0.0000,0.01,0.0034,0.353,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-12,11.97,109.64,10,20.5794,0.3,6.174 ,,,0.0000,0.02,,,0.0000,,,,,,,,6.174,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,11.04,108.95,5,0.0764,0.3,0.023 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,Chaetoceros,0.0000,0.01,0.0000,0.023,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,11.04,108.95,50,0.2684,0.3,0.081 ,,,0.0000,0.02,,,0.0000,,,,,,,,0.081,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,10.82,108.70,5,0.5337,0.3,0.160 ,0.0000,0.0002,,,,,0.0000,Rhizosolenia,0.0972,0.01,Chaetoceros,0.0000,0.01,0.0010,0.161,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,10.82,108.70,35,8.6209,0.3,2.586 ,0.0000,0.0002,,,,,0.0000,,,,,,,,2.586,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,10.61,108.31,5,0.4851,0.3,0.146 ,0.0000,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,0.3135,0.01,Chaetoceros,0.0000,0.01,0.0031,0.149,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,10.61,108.31,28,19.7117,0.3,5.914 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,5.914,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,10.05,107.98,5,2.3930,0.3,0.718 ,0.0000,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,0.0313,0.01,Chaetoceros,0.0000,0.01,0.0003,0.718,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,10.05,107.98,26,3.8558,0.3,1.157 ,0.0000,0.0002,,,,,0.0000,,,,,,,,1.157,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,10.21,107.60,5,,0.3,,0.0000,0.0002,,,,,0.0000,Rhizosolenia,0.0680,0.01,Chaetoceros,0.0000,0.01,0.0007,0.001,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-13,10.21,107.60,25,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-14,9.89,107.52,5,75.6702,0.3,22.701 ,0.0000,0.0002,2.6213,0.02,,,0.0524,,,,Chaetoceros,0.0000,0.01,0.0000,22.753,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-14,9.89,107.52,20,0.5280,0.3,0.158 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.158,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-14,9.78,107.18,5,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,Chaetoceros,0.0000,0.01,0.0000,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-14,9.78,107.18,25,,,,,,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-14,9.88,107.00,5,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,Chaetoceros,0.0000,0.01,0.0000,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-14,9.88,107.00,20,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-15,9.50,107.00,5,12.6368,0.3,3.791 ,0.0000,0.0002,2.3332,0.02,,,0.0467,,,,Chaetoceros,0.0000,0.01,0.0000,3.838,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-15,9.10,106.27,5,,,,0.0000,0.0002,,,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-15,9.10,106.27,20,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-16,9.50,107.00,5,7.2609,0.3,2.178 ,0.9087,0.0002,,,,,0.0002,,,,Chaetoceros,0.0000,0.01,0.0000,2.178,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-16,9.50,107.00,20,0.4189,0.3,0.126 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.126,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-17,10.73,108.22,5,1.9546,0.3,0.586 ,0.0000,0.0002,,,,,0.0000,"Hemiaulus,Rhizosolenia",40.0609,0.01,Chaetoceros,0.0000,0.01,0.4006,0.987,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-17,10.73,108.22,20,0.8685,0.3,0.261 ,0.0000,0.0002,,,,,0.0000,,,,,,,,0.261,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-17,10.19,108.63,5,227.5081,0.3,68.252 ,0.0000,0.0002,0.0000,0.02,,,0.0000,Rhizosolenia,0.0841,0.01,Chaetoceros,0.0000,0.01,0.0008,68.253,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-17,10.19,108.63,68,,,,0.0000,0.0002,,,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-17,9.99,108.78,0,65.3413,0.3,19.602 ,0.0000,0.0002,0.1540,0.02,,,0.0031,Rhizosolenia,0.5010,0.01,Chaetoceros,0.0000,0.01,0.0050,19.610,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-17,9.99,108.78,20,77.0854,0.3,23.126 ,0.0000,0.0002,1.7173,0.02,,,0.0343,,,,,,,,23.160,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-17,9.99,108.78,40,316.0038,0.3,94.801 ,0.8018,0.0002,,,,,0.0002,,,,,,,,94.801,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-17,9.99,108.78,75,3.0020,0.3,0.901 ,0.0000,0.0002,,,,,0.0000,,,,,,,,0.901,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,10.82,108.70,0,12.4866,0.3,3.746 ,0.0000,0.0002,,,,,0.0000,"Chaetoceros,Hemiaulus,Rhizosolenia",1.8617,0.01,Chaetoceros,0.1161,0.01,0.0198,3.766,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,10.82,108.70,20,16.0872,0.3,4.826 ,0.0000,0.0002,,,,,0.0000,,,,,,,,4.826,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,10.32,109.07,0,590.4711,0.3,177.141 ,0.0000,0.0002,0.5155,0.02,,,0.0103,Hemiaulus,0.2937,0.01,Chaetoceros,0.0000,0.01,0.0029,177.155,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,10.32,109.07,20,82.8430,0.3,24.853 ,0.0000,0.0002,,,,,0.0000,,,,,,,,24.853,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,10.32,109.07,40,4.9526,0.3,1.486 ,0.0000,0.0002,1.9901,0.02,,,0.0398,,,,,,,,1.526,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,10.32,109.07,65,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,10.32,109.07,100,,,,0.0000,0.0002,,,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,10.32,109.07,120,,,,0.0000,0.0002,,,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,9.78,109.52,5,99.7759,0.3,29.933 ,0.0000,0.0002,0.0000,0.02,,,0.0000,Hemiaulus,1.1022,0.01,Chaetoceros,0.0000,0.01,0.0110,29.944,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,9.78,109.52,88,1.0060,0.3,0.302 ,0.0000,0.0002,,,,,0.0000,,,,,,,,0.302,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-18,9.78,109.52,1144,0.6970,0.3,0.209 ,0.0000,0.0002,,,,,0.0000,,,,,,,,0.209,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.95,109.75,5,26.5257,0.3,7.958 ,0.0000,0.0002,0.0297,0.02,,,0.0006,Rhizosolenia,0.1676,0.01,Chaetoceros,0.0000,0.01,0.0017,7.960,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.95,109.75,75,2.2194,0.3,0.666 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.666,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.95,109.75,280,0.4342,0.3,0.130 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.130,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.52,110.37,5,117.5661,0.3,35.270 ,0.0000,0.0002,,,,,0.0000,"Hemiaulus,Rhizosolenia",44.1212,0.01,Chaetoceros,0.0000,0.01,0.4412,35.711,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.52,110.37,65,3.1776,0.3,0.953 ,0.0000,0.0002,,,,,0.0000,,,,,,,,0.953,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.52,110.37,400,19.6355,0.3,5.891 ,,,,,,,,,,,,,,,5.891,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.52,110.37,1000,0.1266,0.3,0.038 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.038,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.52,110.37,1700,0.0141,0.3,0.004 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.004,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,0,1.8013,0.3,0.540 ,,,,,,,,,,,Chaetoceros,0.0000,0.01,0.0000,0.540,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,40,0.5495,0.3,0.165 ,35.9388,0.0002,,,,,0.0072,,,,,,,,0.172,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,75,0.4564,0.3,0.137 ,0.0000,0.0002,,,,,0.0000,,,,,,,,0.137,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,100,3.5866,0.3,1.076 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,1.076,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,150,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,200,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,400,,,,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.000,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,1200,0.0256,0.3,0.008 ,,,,,,,,,,,,,,,0.008,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-19,10.03,109.97,1500,0.0461,0.3,0.014 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.014,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.63,109.51,5,31.2711,0.3,9.381 ,0.0000,0.0002,0.0000,0.02,,,0.0000,Hemiaulus,0.0503,0.01,Chaetoceros,0.0000,0.01,0.0005,9.382,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.63,109.51,65,6.1865,0.3,1.856 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,1.856,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.63,109.51,126,1.2959,0.3,0.389 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.389,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.39,110.09,0,10.3926,0.3,3.118 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,Chaetoceros,0.0000,0.01,0.0000,3.118,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.39,110.09,20,5.0375,0.3,1.511 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,1.511,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.39,110.09,60,0.0169,0.3,0.005 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.005,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.39,110.09,110,0.0100,0.3,0.003 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.003,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.39,110.09,210,0.3609,0.3,0.108 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.108,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.39,110.09,400,2.3454,0.3,0.704 ,0.0000,0.0002,0.0000,0.02,,,0.0000,,,,,,,,0.704,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2008), doi:10.1038/ismej.2008.51",qPCR,2006-04-20,11.39,110.09,600,0.0334,0.3,0.010 ,,,,,,,,,,,,,,,0.010,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-15,-17.73,149.75,30,3.9189,0.3,1.176 ,11.7523,0.0002,68.9972,0.02,,,1.3823,"Rhizosolenia,Hemiaulus",0.0690,0.01,,,,0.0007,2.559,27.99,35.10,0.660,120.000,,0.08,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-15,-17.73,149.75,15,1.8288,0.3,0.549 ,3.8976,0.0002,34.1482,0.02,,,0.6837,"Rhizosolenia,Hemiaulus",0.2269,0.01,,,,0.0023,1.235,28.20,35.09,3.955,113.000,,0.08,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-16,-16.40,152.37,30,0.0000,0.3,0.000 ,,,98.9248,0.02,,,1.9785,"Rhizosolenia,Hemiaulus",0.0586,0.01,,,,0.0006,1.979,28.64,34.88,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-16,-16.40,152.37,15,1.5589,0.3,0.468 ,,,109.9444,0.02,,,2.1989,"Rhizosolenia,Hemiaulus",0.9902,0.01,,,,0.0099,2.676,28.72,34.86,1.292,128.000,,0.05,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-03-17,-15.00,155.00,4,26.6630,0.3,7.999 ,0.0100,0.0002,116.8725,0.02,,,2.3375,"Rhizosolenia,Hemiaulus",0.2395,0.01,,,,0.0024,10.339,29.17,34.44,2.000,114.115,,0.08,,,,
