SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium Colonies (x103 m-3),Trichodesmium Free trichomes (x106 m-3),Trichodesmium Total Trichomes (x106 m-3),Trichodesmium Biomass Conversion factor (mg C/106 trichomes),Trichodesmium Biomass (mg C m-3),UCYN Cells (x106 m-3),UCYN Biomass Conversion factor (mg C/106 cells),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia Cells (x106 m-3),Richelia Biomass Conversion factor (mg C/106 cells),Calothrix Associated Species,Calothrix Cells  (x106 m-3),Calothrix Biomass Conversion factor (mg C/106 cells),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1974-12-23,13.20,-59.70,15,,,0.2390,30,7.170,,,,,,,,,,,7.170,26.90,34.81,,,,0.06,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1974-12-23,13.20,-59.70,25,,,0.0920,30,2.760,,,,,,,,,,,2.760,26.90,34.83,,,,0.04,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1974-12-23,13.20,-59.70,35,,,0.1060,30,3.180,,,,,,,,,,,3.180,27.00,35.19,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1974-12-23,13.20,-59.70,50,,,0.1000,30,3.000,,,,,,,,,,,3.000,27.10,35.68,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1974-12-23,13.20,-59.70,75,,,0.0260,30,0.780,,,,,,,,,,,0.780,25.70,36.66,,,,0.16,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1974-12-23,13.20,-59.70,100,,,0.0140,30,0.420,,,,,,,,,,,0.420,25.00,36.83,,,,0.15,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1974-12-23,13.20,-59.70,150,,,0.0020,30,0.060,,,,,,,,,,,0.060,22.80,36.93,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1974-12-23,13.20,-59.70,175,,,0.0570,30,1.710,,,,,,,,,,,1.710,20.90,36.85,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,5,,,0.6420,30,19.260,,,,,,,,,,,19.260,26.70,35.27,,,,0.16,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,15,,,1.3550,30,40.650,,,,,,,,,,,40.650,26.70,35.35,,,,0.17,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,25,,,0.6580,30,19.740,,,,,,,,,,,19.740,26.80,35.36,,,,0.21,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,35,,,0.8690,30,26.070,,,,,,,,,,,26.070,26.90,35.59,,,,0.25,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,49,,,0.7530,30,22.590,,,,,,,,,,,22.590,27.00,35.70,,,,0.25,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,73,,,0.0420,30,1.260,,,,,,,,,,,1.260,26.80,36.39,,,,0.14,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,97,,,0.0200,30,0.600,,,,,,,,,,,0.600,25.50,36.89,,,,0.08,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,146,,,0.0030,30,0.090,,,,,,,,,,,0.090,23.40,37.04,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-07,13.20,-59.70,170,,,0.0920,30,2.760,,,,,,,,,,,2.760,21.60,36.91,,,,,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,5,,,0.6370,30,19.110,,,,,,,,,,,19.110,26.40,35.16,,,,0.32,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,15,,,0.8540,30,25.620,,,,,,,,,,,25.620,26.40,35.17,,,,0.26,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,25,,,1.1180,30,33.540,,,,,,,,,,,33.540,26.40,35.17,,,,0.22,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,34,,,1.1570,30,34.710,,,,,,,,,,,34.710,26.40,35.18,,,,0.28,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,47,,,0.3960,30,11.880,,,,,,,,,,,11.880,26.60,35.45,,,,0.18,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,71,,,0.0160,30,0.480,,,,,,,,,,,0.480,26.40,36.31,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,94,,,0.0020,30,0.060,,,,,,,,,,,0.060,25.50,36.95,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,141,,,0.0000,30,0.000,,,,,,,,,,,0.000,24.30,36.96,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-01-21,13.20,-59.70,165,,,0.0000,30,0.000,,,,,,,,,,,0.000,23.00,36.91,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,5,,,2.8020,30,84.060,,,,,,,,,,,84.060,26.00,35.00,,,,0.35,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,15,,,1.5250,30,45.750,,,,,,,,,,,45.750,26.00,35.00,,,,0.38,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,25,,,2.2190,30,66.570,,,,,,,,,,,66.570,26.10,34.99,,,,0.44,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,34,,,1.0700,30,32.100,,,,,,,,,,,32.100,26.20,35.23,,,,,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,47,,,1.1430,30,34.290,,,,,,,,,,,34.290,26.20,35.24,,,,0.29,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,71,,,0.0050,30,0.150,,,,,,,,,,,0.150,26.60,36.20,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,94,,,0.0020,30,0.060,,,,,,,,,,,0.060,26.10,36.57,,,,0.05,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,141,,,0.0010,30,0.030,,,,,,,,,,,0.030,24.50,36.80,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-04,13.20,-59.70,165,,,0.0000,30,0.000,,,,,,,,,,,0.000,23.30,36.87,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,5,,,0.0270,30,0.810,,,,,,,,,,,0.810,25.30,35.97,,,,0.40,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,15,,,0.0680,30,2.040,,,,,,,,,,,2.040,25.30,35.99,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,25,,,0.0420,30,1.260,,,,,,,,,,,1.260,25.30,36.00,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,35,,,0.0230,30,0.690,,,,,,,,,,,0.690,25.30,36.04,,,,0.13,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,49,,,0.0570,30,1.710,,,,,,,,,,,1.710,25.30,36.02,,,,0.16,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,73,,,0.0370,30,1.110,,,,,,,,,,,1.110,25.30,36.09,,,,0.20,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,97,,,0.0070,30,0.210,,,,,,,,,,,0.210,25.20,36.09,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,146,,,0.0030,30,0.090,,,,,,,,,,,0.090,25.80,36.55,,,,0.17,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-02-15,13.20,-59.70,170,,,0.0000,30,0.000,,,,,,,,,,,0.000,23.40,36.57,,,,0.03,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,5,,,0.5220,30,15.660,,,,,,,,,,,15.660,25.20,35.16,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,15,,,0.7950,30,23.850,,,,,,,,,,,23.850,25.20,35.21,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,25,,,0.7860,30,23.580,,,,,,,,,,,23.580,25.20,35.28,,,,0.08,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,35,,,1.1960,30,35.880,,,,,,,,,,,35.880,25.10,35.33,,,,0.28,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,50,,,0.0840,30,2.520,,,,,,,,,,,2.520,25.10,35.63,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,75,,,0.0130,30,0.390,,,,,,,,,,,0.390,25.10,35.88,,,,0.21,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,100,,,0.0860,30,2.580,,,,,,,,,,,2.580,25.30,36.53,,,,0.16,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,150,,,0.0070,30,0.210,,,,,,,,,,,0.210,23.20,37.04,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-05,13.20,-59.70,175,,,0.0140,30,0.420,,,,,,,,,,,0.420,22.80,36.91,,,,,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,5,,,0.1740,30,5.220,,,,,,,,,,,5.220,25.20,35.22,,,,0.08,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,15,,,0.2240,30,6.720,,,,,,,,,,,6.720,25.20,35.24,,,,0.08,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,25,,,0.3350,30,10.050,,,,,,,,,,,10.050,25.20,35.23,,,,0.09,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,35,,,0.3340,30,10.020,,,,,,,,,,,10.020,25.20,35.27,,,,0.09,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,50,,,0.1010,30,3.030,,,,,,,,,,,3.030,25.20,35.44,,,,0.14,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,74,,,0.0060,30,0.180,,,,,,,,,,,0.180,25.20,36.29,,,,0.18,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,98,,,0.0000,30,0.000,,,,,,,,,,,0.000,24.90,36.74,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,147,,,0.0000,30,0.000,,,,,,,,,,,0.000,22.60,36.96,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-03-18,13.20,-59.70,172,,,0.0010,30,0.030,,,,,,,,,,,0.030,21.20,36.87,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,5,,,0.3990,30,11.970,,,,,,,,,,,11.970,25.40,34.75,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,15,,,0.6560,30,19.680,,,,,,,,,,,19.680,25.40,34.95,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,25,,,1.1780,30,35.340,,,,,,,,,,,35.340,25.30,35.31,,,,0.16,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,35,,,0.9130,30,27.390,,,,,,,,,,,27.390,25.20,35.68,,,,0.16,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,50,,,0.4240,30,12.720,,,,,,,,,,,12.720,25.10,35.75,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,75,,,0.1470,30,4.410,,,,,,,,,,,4.410,25.00,35.89,,,,0.12,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,100,,,0.1110,30,3.330,,,,,,,,,,,3.330,24.80,36.01,,,,0.09,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,150,,,0.0070,30,0.210,,,,,,,,,,,0.210,23.60,37.22,,,,0.03,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-01,13.20,-59.70,175,,,0.0000,30,0.000,,,,,,,,,,,0.000,22.30,36.89,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,5,,,0.6630,30,19.890,,,,,,,,,,,19.890,25.70,35.04,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,15,,,0.6420,30,19.260,,,,,,,,,,,19.260,,35.03,,,,0.12,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,25,,,1.0930,30,32.790,,,,,,,,,,,32.790,,35.06,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,34,,,0.6900,30,20.700,,,,,,,,,,,20.700,,35.06,,,,0.12,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,47,,,0.2470,30,7.410,,,,,,,,,,,7.410,,35.58,,,,0.08,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,71,,,0.0520,30,1.560,,,,,,,,,,,1.560,,36.25,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,94,,,0.0730,30,2.190,,,,,,,,,,,2.190,,37.00,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,141,,,0.0000,30,0.000,,,,,,,,,,,0.000,,37.04,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-18,13.20,-59.70,166,,,0.0030,30,0.090,,,,,,,,,,,0.090,,36.87,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,5,,,0.2860,30,8.580,,,,,,,,,,,8.580,25.70,34.18,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,15,,,0.3420,30,10.260,,,,,,,,,,,10.260,25.70,34.30,,,,0.14,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,25,,,0.6550,30,19.650,,,,,,,,,,,19.650,25.70,34.49,,,,0.14,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,35,,,0.5130,30,15.390,,,,,,,,,,,15.390,25.70,34.84,,,,0.16,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,50,,,0.0340,30,1.020,,,,,,,,,,,1.020,25.50,36.43,,,,0.13,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,75,,,0.0350,30,1.050,,,,,,,,,,,1.050,25.40,36.98,,,,0.08,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,100,,,0.0030,30,0.090,,,,,,,,,,,0.090,25.40,37.03,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,150,,,0.0000,30,0.000,,,,,,,,,,,0.000,23.30,36.63,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-04-29,13.20,-59.70,175,,,0.0010,30,0.030,,,,,,,,,,,0.030,22.00,,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,5,,,1.4620,30,43.860,,,,,,,,,,,43.860,26.10,34.15,,,,0.18,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,15,,,1.6520,30,49.560,,,,,,,,,,,49.560,,34.24,,,,0.25,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,24,,,2.2120,30,66.360,,,,,,,,,,,66.360,,34.47,,,,0.32,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,32,,,2.3040,30,69.120,,,,,,,,,,,69.120,,34.76,,,,0.28,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,43,,,0.7240,30,21.720,,,,,,,,,,,21.720,,35.54,,,,0.24,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,66,,,0.0360,30,1.080,,,,,,,,,,,1.080,,35.97,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,86,,,0.0510,30,1.530,,,,,,,,,,,1.530,,36.51,,,,0.06,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,129,,,0.0010,30,0.030,,,,,,,,,,,0.030,,37.12,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-13,13.20,-59.70,151,,,0.0090,30,0.270,,,,,,,,,,,0.270,,37.16,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-21,13.20,-59.70,5,,,1.1740,30,35.220,,,,,,,,,,,35.220,26.30,33.08,,,,0.25,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-21,13.20,-59.70,25,,,1.2850,30,38.550,,,,,,,,,,,38.550,,33.27,,,,0.27,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-21,13.20,-59.70,50,,,0.0430,30,1.290,,,,,,,,,,,1.290,,35.71,,,,0.23,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-21,13.20,-59.70,4,,,0.9010,30,27.030,,,,,,,,,,,27.030,26.30,33.67,,,,0.19,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-21,13.20,-59.70,22,,,1.5980,30,47.940,,,,,,,,,,,47.940,,33.67,,,,0.32,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-21,13.20,-59.70,44,,,0.3880,30,11.640,,,,,,,,,,,11.640,,35.40,,,,0.27,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,5,,,2.1720,30,65.160,,,,,,,,,,,65.160,,33.35,,,,0.14,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,15,,,1.7740,30,53.220,,,,,,,,,,,53.220,,33.35,,,,0.08,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,25,,,1.8130,30,54.390,,,,,,,,,,,54.390,,33.34,,,,0.14,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,34,,,1.2110,30,36.330,,,,,,,,,,,36.330,,33.42,,,,0.25,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,47,,,0.2210,30,6.630,,,,,,,,,,,6.630,,34.91,,,,0.23,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,71,,,0.0190,30,0.570,,,,,,,,,,,0.570,,35.96,,,,0.13,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,94,,,0.0020,30,0.060,,,,,,,,,,,0.060,,36.88,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,141,,,0.0070,30,0.210,,,,,,,,,,,0.210,,36.94,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-05-27,13.20,-59.70,165,,,0.0000,30,0.000,,,,,,,,,,,0.000,,36.87,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,5,,,0.3810,30,11.430,,,,,,,,,,,11.430,,34.36,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,15,,,0.5350,30,16.050,,,,,,,,,,,16.050,,34.48,,,,0.11,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,24,,,0.5600,30,16.800,,,,,,,,,,,16.800,,34.58,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,34,,,0.1820,30,5.460,,,,,,,,,,,5.460,,34.69,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,45,,,0.1650,30,4.950,,,,,,,,,,,4.950,,34.72,,,,0.12,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,67,,,0.0100,30,0.300,,,,,,,,,,,0.300,,36.04,,,,0.17,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,90,,,0.0000,30,0.000,,,,,,,,,,,0.000,,36.82,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,135,,,0.0000,30,0.000,,,,,,,,,,,0.000,,37.06,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-10,13.20,-59.70,157,,,0.0040,30,0.120,,,,,,,,,,,0.120,,36.74,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,5,,,0.8190,30,24.570,,,,,,,,,,,24.570,,33.19,,,,0.08,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,15,,,0.6170,30,18.510,,,,,,,,,,,18.510,,33.23,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,25,,,0.3310,30,9.930,,,,,,,,,,,9.930,,33.66,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,34,,,0.0260,30,0.780,,,,,,,,,,,0.780,,34.61,,,,0.17,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,49,,,0.0010,30,0.030,,,,,,,,,,,0.030,,35.83,,,,0.19,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,73,,,0.0110,30,0.330,,,,,,,,,,,0.330,,36.07,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,97,,,0.0000,30,0.000,,,,,,,,,,,0.000,,36.97,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,146,,,0.0000,30,0.000,,,,,,,,,,,0.000,,36.91,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-06-24,13.20,-59.70,170,,,0.0000,30,0.000,,,,,,,,,,,0.000,,36.44,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-07-08,13.20,-59.70,14,,,0.0760,30,2.280,,,,,,,,,,,2.280,,33.84,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-07-08,13.20,-59.70,24,,,0.0090,30,0.270,,,,,,,,,,,0.270,,34.14,,,,0.07,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-07-08,13.20,-59.70,33,,,0.0020,30,0.060,,,,,,,,,,,0.060,,34.68,,,,0.10,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-07-08,13.20,-59.70,48,,,0.0000,30,0.000,,,,,,,,,,,0.000,,34.85,,,,0.09,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-07-08,13.20,-59.70,71,,,0.0030,30,0.090,,,,,,,,,,,0.090,,35.83,,,,0.23,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-07-08,13.20,-59.70,95,,,0.0000,30,0.000,,,,,,,,,,,0.000,,36.32,,,,0.02,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-07-08,13.20,-59.70,143,,,0.0020,30,0.060,,,,,,,,,,,0.060,,36.90,,,,0.05,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-07-08,13.20,-59.70,166,,,0.0000,30,0.000,,,,,,,,,,,0.000,,36.71,,,,0.01,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-08-05,13.20,-59.70,5,,,0.7040,30,21.120,,,,,,,,,,,21.120,27.80,32.25,,,,0.13,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-08-05,13.20,-59.70,15,,,0.4870,30,14.610,,,,,,,,,,,14.610,,32.20,,,,0.15,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-08-05,13.20,-59.70,25,,,0.5100,30,15.300,,,,,,,,,,,15.300,,33.44,,,,0.17,
,"Borstad (1978) Thesis, McGill University, Canada",Standard Light Microscopy,1975-08-05,13.20,-59.70,34,,,0.3300,30,9.900,,,,,,,,,,,9.900,,34.41,,,,0.11,
