SOURCE: Related article or authors,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),UCYN-A1 nifH Gene (x106 copies m-3),UCYN-A2/A3/A4 nifH Gene (x106 copies m-3),Total UCYN-A nifH Gene (x106 copies m-3),UCYN-B nifH Gene (x106 copies m-3),UCYN-C nifH Gene (x106 copies m-3),Richelia Associated Species,Total Richelia (het-1 +het-2) nifH Gene (x106 copies m-3),Richelia  (het-1 or RintRC02) nifH Gene (x106 copies m-3),Richelia  (het-2 or ReuHH01) nifH Gene (x106 copies m-3),Richelia  ( RrhiSC01) nifH Gene (x106 copies m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),SiO2 (µM),Chlorophyll  (mg m-3),Notes
,qPCR,12/13/2002,22.75 ,-158.00 ,25.0 ,24.757 ,109.49 ,,109.49 ,1.481 ,,Rhizosolenia,2.521 ,2.521 ,,,,,,,,,,3pm local time
,qPCR,12/13/2002,22.75 ,-158.00 ,25.0 ,7.758 ,90.24 ,,90.24 ,177.559 ,,Rhizosolenia,0.172 ,0.172 ,,,,,,,,,,5pm local time
,qPCR,12/13/2002,22.75 ,-158.00 ,25.0 ,17.227 ,45.86 ,,45.86 ,114.913 ,,Rhizosolenia,0.172 ,0.172 ,,,,,,,,,,10pm local time
,qPCR,12/14/2002,22.75 ,-158.00 ,25.0 ,1602.228 ,186.36 ,,186.36 ,21.157 ,,Rhizosolenia,0.144 ,0.144 ,,,,,,,,,,3am local time
,qPCR,12/14/2002,22.75 ,-158.00 ,25.0 ,151.741 ,875.50 ,,875.50 ,1.555 ,,Rhizosolenia,1661.393 ,1661.393 ,,,,,,,,,,6am local time
,qPCR,12/14/2002,22.75 ,-158.00 ,25.0 ,57.004 ,1490.14 ,,1490.14 ,1.108 ,,Rhizosolenia,601.904 ,601.904 ,,,,,,,,,,10am local time
,qPCR,12/14/2002,22.75 ,-158.00 ,25.0 ,59.109 ,120.60 ,,120.60 ,0.870 ,,Rhizosolenia,57.004 ,57.004 ,,,,,,,,,,2pm local time
,qPCR,12/14/2002,22.75 ,-158.00 ,25.0 ,1.632 ,74.37 ,,74.37 ,67.514 ,,Rhizosolenia,1.221 ,1.221 ,,,,,,,,,,6pm local time
,qPCR,12/14/2002,22.75 ,-158.00 ,25.0 ,10.752 ,32.69 ,,32.69 ,104.321 ,,Rhizosolenia,0.735 ,0.735 ,,,,,,,,,,10pm local time
,qPCR,12/15/2002,22.75 ,-158.00 ,25.0 ,6.019 ,249.07 ,,249.07 ,9.761 ,,Rhizosolenia,1.056 ,1.056 ,,,,,,,,,,4am local time
,qPCR,12/15/2002,22.75 ,-158.00 ,25.0 ,804.474 ,687.50 ,,687.50 ,1.345 ,,Rhizosolenia,0.166 ,0.166 ,,,,,,,,,,6am local time
"Fong et al. (2008), doi:10.1038/ismej.2008.22",qPCR,7/26/2005,22.37 ,-157.50 ,5.0 ,661.962 ,1.92 ,,1.92 ,6.014 ,,Hemiaulus ,19018.080 ,,19018.080 ,,,,,,,,,
,qPCR,7/26/2005,22.45 ,-157.65 ,5.0 ,97.630 ,17.03 ,,17.03 ,1.518 ,,Hemiaulus ,88.274 ,,88.274 ,,,,,,,,,
,qPCR,7/26/2005,22.55 ,-157.80 ,5.0 ,197.621 ,578.76 ,,578.76 ,1.373 ,,Hemiaulus ,7427.341 ,,7427.341 ,,,,,,,,,
,qPCR,7/26/2005,22.58 ,-157.88 ,5.0 ,211.349 ,7.36 ,,7.36 ,4.917 ,,Hemiaulus ,3924.190 ,,3924.190 ,,,,,,,,,
,qPCR,7/26/2005,22.63 ,-157.95 ,5.0 ,285.924 ,11.77 ,,11.77 ,10.644 ,,Hemiaulus ,3669.301 ,,3669.301 ,,,,,,,,,
,qPCR,7/26/2005,22.68 ,-158.05 ,5.0 ,473.151 ,57.05 ,,57.05 ,21.544 ,,Hemiaulus ,8214.542 ,,8214.542 ,,,,,,,,,
,qPCR,7/26/2005,22.75 ,-158.15 ,5.0 ,1.049 ,374.04 ,,374.04 ,0.383 ,,Hemiaulus ,123.500 ,,123.500 ,,,,,,,,,
,qPCR,7/26/2005,22.83 ,-158.30 ,5.0 ,97.630 ,45.10 ,,45.10 ,15.925 ,,Hemiaulus ,151.066 ,,151.066 ,,,,,,,,,
"Foster et al. (2007), doi:10.4319/lo.2007.52.2.0517",qPCR,4/24/2003,7.14 ,-51.49 ,70.0 ,0.390 ,0.97 ,,0.97 ,2.300 ,0.560 ,"Hemiaulus,Rhizosolenia",0.147 ,,,,27.50 ,36.10 ,,,,,,
,qPCR,4/24/2003,7.14 ,-51.49 ,60.0 ,1.600 ,0.41 ,,0.41 ,2.500 ,0.000 ,"Hemiaulus,Rhizosolenia",0.154 ,,,,27.80 ,36.00 ,,,,,,
,qPCR,4/24/2003,7.14 ,-51.49 ,50.0 ,1.300 ,1.40 ,,1.40 ,1.400 ,0.086 ,"Hemiaulus,Rhizosolenia",0.287 ,,,,28.20 ,35.80 ,,,,,,
,qPCR,4/24/2003,7.14 ,-51.49 ,30.0 ,93.000 ,6.50 ,,6.50 ,1.000 ,54.000 ,"Hemiaulus,Rhizosolenia",18.400 ,,,,28.20 ,35.70 ,,,,,,
,qPCR,4/24/2003,7.14 ,-51.49 ,20.0 ,130.000 ,5.20 ,,5.20 ,9.100 ,110.000 ,"Hemiaulus,Rhizosolenia",32.200 ,,,,28.20 ,35.40 ,,,,,,
,qPCR,4/24/2003,7.14 ,-51.49 ,10.0 ,51.000 ,1.70 ,,1.70 ,9.700 ,86.000 ,"Hemiaulus,Rhizosolenia",44.400 ,,,,28.20 ,35.10 ,,,,,,
,qPCR,4/26/2003,10.20 ,-54.62 ,60.0 ,0.460 ,0.00 ,,0.00 ,0.190 ,0.001 ,"Hemiaulus,Rhizosolenia",22.000 ,,,,26.90 ,36.10 ,,,,,,
,qPCR,4/26/2003,10.20 ,-54.62 ,40.0 ,0.130 ,0.21 ,,0.21 ,0.550 ,0.001 ,"Hemiaulus,Rhizosolenia",48.054 ,,,,27.30 ,35.70 ,,,,,,
,qPCR,4/26/2003,10.20 ,-54.62 ,30.0 ,0.200 ,0.06 ,,0.06 ,0.350 ,0.001 ,"Hemiaulus,Rhizosolenia",62.095 ,,,,27.50 ,35.20 ,,,,,,
,qPCR,4/26/2003,10.20 ,-54.62 ,20.0 ,3.800 ,0.00 ,,0.00 ,1.800 ,1.400 ,"Hemiaulus,Rhizosolenia",1.370 ,,,,27.60 ,35.10 ,,,,,,
,qPCR,4/26/2003,10.20 ,-54.62 ,10.0 ,39.000 ,0.11 ,,0.11 ,2.200 ,5.800 ,"Hemiaulus,Rhizosolenia",11000.520 ,,,,27.70 ,35.00 ,,,,,,
,qPCR,4/26/2003,10.20 ,-54.62 ,0.0 ,17.000 ,0.0120 ,,0.0120 ,4.900 ,8.900 ,"Hemiaulus,Rhizosolenia",6500.840 ,,,,27.70 ,34.90 ,,,,,,
,qPCR,5/1/2003,11.45 ,-55.56 ,90.0 ,0.000 ,0.03 ,,0.03 ,0.001 ,0.460 ,Hemiaulus,7.000 ,,7.000 ,,25.80 ,36.20 ,,,,,,
,qPCR,5/1/2003,11.45 ,-55.56 ,75.0 ,0.000 ,0.48 ,,0.48 ,0.001 ,2.300 ,"Hemiaulus,Rhizosolenia",61.000 ,,,,26.00 ,36.10 ,,,,,,
,qPCR,5/1/2003,11.45 ,-55.56 ,50.0 ,0.000 ,0.00 ,,0.00 ,0.001 ,0.130 ,"Hemiaulus,Rhizosolenia",140.000 ,,,,26.80 ,36.00 ,,,,,,
,qPCR,5/1/2003,11.45 ,-55.56 ,30.0 ,1.300 ,3.30 ,,3.30 ,2.500 ,2.000 ,"Hemiaulus,Rhizosolenia",146.000 ,,,,27.70 ,34.60 ,,,,,,
,qPCR,5/1/2003,11.45 ,-55.56 ,13.0 ,0.093 ,2.60 ,,2.60 ,0.000 ,0.410 ,Hemiaulus,130.000 ,,130.000 ,,27.70 ,34.60 ,,,,,,
,qPCR,5/4/2003,7.77 ,-54.35 ,90.0 ,0.000 ,0.16 ,,0.16 ,0.001 ,0.001 ,Hemiaulus,24.000 ,,24.000 ,,26.00 ,36.90 ,,,,,,
,qPCR,5/4/2003,7.77 ,-54.35 ,65.0 ,0.074 ,1.30 ,,1.30 ,0.310 ,0.001 ,"Hemiaulus,Rhizosolenia",19.000 ,,,,27.00 ,36.20 ,,,,,,
,qPCR,5/4/2003,7.77 ,-54.35 ,45.0 ,1.900 ,1.10 ,,1.10 ,0.270 ,0.001 ,Hemiaulus,35.000 ,,35.000 ,,26.90 ,36.20 ,,,,,,
,qPCR,5/4/2003,7.77 ,-54.35 ,30.0 ,3.800 ,0.00 ,,0.00 ,0.000 ,0.000 ,Hemiaulus,24.000 ,,24.000 ,,26.90 ,36.10 ,,,,,,
,qPCR,5/4/2003,7.77 ,-54.35 ,15.0 ,0.000 ,0.76 ,,0.76 ,0.043 ,0.001 ,Hemiaulus,720.000 ,,720.000 ,,27.70 ,30.40 ,,,,,,
,qPCR,5/4/2003,7.77 ,-54.35 ,0.0 ,0.000 ,0.00 ,,0.00 ,0.000 ,0.000 ,"Hemiaulus,Rhizosolenia",0.001 ,,,,27.80 ,28.60 ,,,,,,
,qPCR,5/11/2003,10.77 ,-53.97 ,88.0 ,0.001 ,0.00 ,,0.00 ,0.001 ,0.001 ,Hemiaulus,1.100 ,,1.100 ,,25.80 ,36.50 ,,,,,,
,qPCR,5/11/2003,10.77 ,-53.97 ,70.0 ,2.200 ,0.00 ,,0.00 ,3.800 ,71.000 ,"Hemiaulus,Rhizosolenia",2.800 ,,,,26.20 ,36.30 ,,,,,,
,qPCR,5/11/2003,10.77 ,-53.97 ,60.0 ,7.700 ,0.16 ,,0.16 ,1.600 ,0.001 ,"Hemiaulus,Rhizosolenia",28.009 ,,,,26.50 ,36.20 ,,,,,,
,qPCR,5/11/2003,10.77 ,-53.97 ,45.0 ,0.200 ,0.0010 ,,0.0010 ,3.000 ,0.001 ,"Hemiaulus,Rhizosolenia",110.000 ,,,,26.70 ,36.20 ,,,,,,
,qPCR,5/11/2003,10.77 ,-53.97 ,25.0 ,36.000 ,0.0010 ,,0.0010 ,0.000 ,52.000 ,"Hemiaulus,Rhizosolenia",17000.130 ,,,,26.80 ,35.80 ,,,,,,
,qPCR,5/11/2003,10.77 ,-53.97 ,10.0 ,14.000 ,0.10 ,,0.10 ,0.340 ,0.000 ,"Hemiaulus,Rhizosolenia",230.060 ,,,,27.50 ,34.30 ,,,,,,
,qPCR,5/12/2003,10.75 ,-51.72 ,110.0 ,0.000 ,0.0010 ,,0.0010 ,0.000 ,0.000 ,Hemiaulus,23.000 ,,23.000 ,,24.30 ,36.40 ,,,,,,
,qPCR,5/12/2003,10.75 ,-51.72 ,90.0 ,0.000 ,14.00 ,,14.00 ,0.000 ,0.001 ,Hemiaulus,0.000 ,,0.000 ,,25.60 ,36.40 ,,,,,,
,qPCR,5/12/2003,10.75 ,-51.72 ,75.0 ,3.000 ,190.00 ,,190.00 ,0.001 ,0.001 ,"Hemiaulus,Rhizosolenia",0.270 ,,,,26.10 ,36.50 ,,,,,,
,qPCR,5/12/2003,10.75 ,-51.72 ,50.0 ,0.580 ,220.00 ,,220.00 ,0.210 ,0.780 ,"Hemiaulus,Rhizosolenia",0.940 ,,,,26.10 ,36.50 ,,,,,,
,qPCR,5/12/2003,10.75 ,-51.72 ,35.0 ,2.300 ,260.00 ,,260.00 ,0.130 ,0.110 ,"Hemiaulus,Rhizosolenia",0.430 ,,,,26.10 ,36.50 ,,,,,,
,qPCR,5/12/2003,10.75 ,-51.72 ,20.0 ,0.000 ,0.0010 ,,0.0010 ,0.001 ,0.041 ,Hemiaulus,0.000 ,,0.000 ,,26.10 ,36.40 ,,,,,,
,qPCR,5/13/2003,10.58 ,-49.69 ,90.0 ,0.000 ,0.00 ,,0.00 ,0.000 ,0.001 ,Hemiaulus,0.000 ,,0.000 ,,23.00 ,36.40 ,,,,,,
,qPCR,5/13/2003,10.58 ,-49.69 ,70.0 ,0.280 ,0.10 ,,0.10 ,0.210 ,1.300 ,"Hemiaulus,Rhizosolenia",0.270 ,,,,25.50 ,36.40 ,,,,,,
,qPCR,5/13/2003,10.58 ,-49.69 ,50.0 ,2.700 ,11.00 ,,11.00 ,8.100 ,7.800 ,"Hemiaulus,Rhizosolenia",1.300 ,,,,27.10 ,36.30 ,,,,,,
,qPCR,5/13/2003,10.58 ,-49.69 ,35.0 ,44.000 ,6.00 ,,6.00 ,13.000 ,5.600 ,"Hemiaulus,Rhizosolenia",3.200 ,,,,27.20 ,36.20 ,,,,,,
,qPCR,5/13/2003,10.58 ,-49.69 ,15.0 ,140.000 ,7.80 ,,7.80 ,6.500 ,25.000 ,"Hemiaulus,Rhizosolenia",35.770 ,,,,27.00 ,35.70 ,,,,,,
,qPCR,5/13/2003,10.58 ,-49.69 ,5.0 ,1400.000 ,15.00 ,,15.00 ,15.000 ,7.700 ,"Hemiaulus,Rhizosolenia",48.000 ,,,,27.30 ,35.70 ,,,,,,
,qPCR,5/14/2003,9.68 ,-48.33 ,75.0 ,4.600 ,40.00 ,,40.00 ,11.000 ,0.001 ,"Hemiaulus,Rhizosolenia",3.300 ,,,,25.20 ,36.40 ,,,,,,
,qPCR,5/14/2003,9.68 ,-48.33 ,45.0 ,420.000 ,93.00 ,,93.00 ,1300.000 ,46.000 ,"Hemiaulus,Rhizosolenia",12.800 ,,,,27.30 ,35.90 ,,,,,,
,qPCR,5/14/2003,9.68 ,-48.33 ,30.0 ,220.000 ,74.00 ,,74.00 ,660.000 ,61.000 ,"Hemiaulus,Rhizosolenia",44.000 ,,,,27.40 ,35.90 ,,,,,,
,qPCR,5/14/2003,9.68 ,-48.33 ,15.0 ,2000.000 ,230.00 ,,230.00 ,490.000 ,140.000 ,"Hemiaulus,Rhizosolenia",102.000 ,,,,27.40 ,35.90 ,,,,,,
,qPCR,5/14/2003,9.68 ,-48.33 ,5.0 ,81.000 ,12.00 ,,12.00 ,260.000 ,6.200 ,"Hemiaulus,Rhizosolenia",25.400 ,,,,27.40 ,35.90 ,,,,,,
,qPCR,5/18/2003,8.63 ,-56.19 ,80.0 ,0.000 ,0.00 ,,0.00 ,0.000 ,0.000 ,Rhizosolenia,0.000 ,0.000 ,,,26.30 ,36.20 ,,,,,,
,qPCR,5/18/2003,8.63 ,-56.19 ,65.0 ,0.000 ,0.00 ,,0.00 ,0.001 ,0.001 ,Hemiaulus,0.120 ,,0.120 ,,27.00 ,36.30 ,,,,,,
,qPCR,5/18/2003,8.63 ,-56.19 ,45.0 ,0.000 ,0.0010 ,,0.0010 ,0.001 ,0.000 ,Hemiaulus,0.130 ,,0.130 ,,27.00 ,36.00 ,,,,,,
,qPCR,5/18/2003,8.63 ,-56.19 ,25.0 ,0.000 ,0.00 ,,0.00 ,0.001 ,0.000 ,Hemiaulus,1.900 ,,1.900 ,,27.70 ,35.10 ,,,,,,
,qPCR,5/18/2003,8.63 ,-56.19 ,10.0 ,0.000 ,0.00 ,,0.00 ,0.000 ,0.000 ,Hemiaulus,0.910 ,,0.910 ,,27.60 ,31.50 ,,,,,,
,qPCR,5/18/2003,8.63 ,-56.19 ,0.0 ,11.000 ,0.00 ,,0.00 ,0.000 ,0.000 ,"Hemiaulus,Rhizosolenia",2.720 ,,,,27.60 ,31.40 ,,,,,,
,qPCR,5/20/2003,10.87 ,-54.98 ,70.0 ,3.700 ,0.0010 ,,0.0010 ,0.001 ,0.001 ,"Hemiaulus,Rhizosolenia",2.500 ,,,,26.50 ,36.20 ,,,,,,
,qPCR,5/20/2003,10.87 ,-54.98 ,45.0 ,2.100 ,0.00 ,,0.00 ,0.000 ,3.200 ,Hemiaulus,100.000 ,,100.000 ,,26.90 ,36.10 ,,,,,,
,qPCR,5/20/2003,10.87 ,-54.98 ,30.0 ,26.000 ,0.47 ,,0.47 ,0.180 ,2.700 ,"Hemiaulus,Rhizosolenia",31.400 ,,,,27.30 ,35.00 ,,,,,,
,qPCR,5/20/2003,10.87 ,-54.98 ,15.0 ,55.000 ,1.40 ,,1.40 ,0.150 ,4.100 ,"Hemiaulus,Rhizosolenia",150.230 ,,,,27.70 ,32.60 ,,,,,,
,qPCR,4/20/2003,11.37 ,-54.02 ,15.0 ,0.000 ,0.0010 ,,0.0010 ,0.240 ,0.580 ,"Hemiaulus,Rhizosolenia",0.000 ,,,,26.90 ,35.90 ,,,,,,
,qPCR,4/21/2003,10.78 ,-52.28 ,10.0 ,0.000 ,0.00 ,,0.00 ,0.000 ,0.000 ,,0.000 ,,,,26.70 ,36.30 ,,,,,,
,qPCR,4/24/2003,7.40 ,-50.19 ,20.0 ,0.000 ,0.06 ,,0.06 ,0.550 ,70.000 ,Hemiaulus,6000.000 ,,6000.000 ,,26.70 ,35.00 ,,,,,,
,qPCR,4/25/2003,8.86 ,-52.18 ,0.0 ,0.250 ,3.40 ,,3.40 ,0.680 ,41.000 ,Hemiaulus,19.000 ,,19.000 ,,27.80 ,31.90 ,,,,,,
,qPCR,4/30/2003,12.99 ,-55.96 ,5.0 ,39.000 ,0.00 ,,0.00 ,2.900 ,0.014 ,Hemiaulus,9900.480 ,,9900.480 ,,27.20 ,34.70 ,,,,,,
,qPCR,5/3/2003,7.90 ,-55.35 ,10.0 ,0.000 ,0.00 ,,0.00 ,0.000 ,0.000 ,Rhizosolenia,0.000 ,0.000 ,,,27.80 ,33.80 ,,,,,,
,qPCR,5/5/2003,10.39 ,-56.20 ,10.0 ,0.490 ,0.0010 ,,0.0010 ,0.001 ,1.500 ,Hemiaulus,6000.000 ,,6000.000 ,,27.60 ,33.40 ,,,,,,
,qPCR,5/6/2003,12.11 ,-56.05 ,20.0 ,0.170 ,0.15 ,,0.15 ,13.000 ,13.000 ,Hemiaulus,41.100 ,,41.100 ,,27.50 ,34.80 ,,,,,,
,qPCR,5/17/2003,7.64 ,-54.14 ,0.0 ,0.640 ,0.00 ,,0.00 ,0.000 ,0.000 ,"Hemiaulus,Rhizosolenia",10.270 ,,,,27.40 ,26.90 ,,,,,,
,qPCR,5/19/2003,10.13 ,-57.37 ,5.0 ,0.093 ,0.15 ,,0.15 ,0.000 ,0.000 ,"Hemiaulus,Rhizosolenia",0.350 ,,,,27.50 ,31.70 ,,,,,,
"Needoba et al. (2007), doi:10.4319/lo.2007.52.4.1317",qPCR,10/25/2005,34.00 ,-129.00 ,10.0 ,,7.27 ,,7.27 ,0.018 ,0.000 ,,,,,,19.34 ,33.43 ,0.01 ,0.13 ,0.09 ,,,
,qPCR,10/25/2005,34.00 ,-129.00 ,20.0 ,,4.52 ,,4.52 ,0.340 ,0.000 ,,,,,,19.33 ,33.46 ,0.01 ,0.12 ,0.09 ,,,
,qPCR,10/25/2005,34.00 ,-129.00 ,40.0 ,,10.30 ,,10.30 ,1.582 ,0.750 ,,,,,,19.12 ,33.49 ,0.01 ,0.11 ,0.08 ,,,
,qPCR,10/25/2005,34.00 ,-129.00 ,60.0 ,,5.77 ,,5.77 ,0.187 ,0.037 ,,,,,,16.54 ,33.48 ,0.01 ,0.09 ,0.08 ,,,
,qPCR,10/25/2005,34.00 ,-129.00 ,80.0 ,,0.12 ,,0.12 ,0.000 ,0.000 ,,,,,,15.31 ,33.52 ,0.01 ,0.11 ,0.08 ,,,
,qPCR,10/25/2005,34.00 ,-129.00 ,100.0 ,,0.00 ,,0.00 ,0.357 ,0.000 ,,,,,,14.66 ,33.56 ,0.05 ,0.14 ,0.11 ,,,
"Foster et al. (2009a), doi:10.4319/lo.2009.54.1.0219",qPCR,9/6/2005,29.47 ,34.93 ,40.0 ,100.000 ,,,,,,,,,,,,,,,,,,
,qPCR,9/6/2005,29.47 ,34.93 ,60.0 ,1000.000 ,,,,,,,,,,,,,,,,,,
,qPCR,9/6/2005,29.47 ,34.93 ,80.0 ,0.000 ,,,,,,,,,,,,,,,,,,
,qPCR,9/7/2005,29.38 ,34.90 ,20.0 ,0.000 ,,,,,,,,,,,,,,,,,,
,qPCR,9/7/2005,29.38 ,34.90 ,100.0 ,0.000 ,,,,,,,,,,,,,,,,,,
,qPCR,9/7/2005,29.38 ,34.90 ,0.0 ,0.000 ,,,,,,,,,,,,,,,,,,
"Foster et al. (2009b), doi:10.1111/j.1462-2920.2008.01796.x",qPCR,6/7/2007,1.50 ,6.00 ,1.0 ,21.000 ,0.00 ,,0.00 ,0.001 ,,Hemiaulus,0.186 ,,0.186 ,0.00 ,28.00 ,33.40 ,,,,,,
,qPCR,6/7/2007,1.50 ,6.00 ,40.4 ,,0.00 ,,0.00 ,0.000 ,,,0.000 ,,,0.55 ,,,,,,,,
,qPCR,6/8/2007,-0.50 ,6.00 ,1.2 ,0.460 ,11.00 ,,11.00 ,0.001 ,,Hemiaulus,0.080 ,,0.080 ,0.00 ,25.60 ,35.60 ,,,,,,
,qPCR,6/8/2007,-0.50 ,6.00 ,38.2 ,3.810 ,0.42 ,,0.42 ,0.000 ,,Hemiaulus,0.390 ,,0.390 ,6.70 ,22.00 ,36.20 ,,,,,,
,qPCR,6/9/2007,-1.74 ,8.00 ,0.0 ,0.000 ,12.00 ,,12.00 ,0.000 ,,"Rhizosolenia, Hemiaulus",2.480 ,,,1.60 ,25.10 ,36.20 ,,,,,,
,qPCR,6/10/2007,-5.98 ,8.00 ,1.7 ,8.000 ,0.0010 ,,0.0010 ,0.000 ,,Rhizosolenia,0.001 ,0.001 ,,0.56 ,26.70 ,33.80 ,,,,,,
,qPCR,6/10/2007,-5.98 ,8.00 ,29.3 ,0.083 ,0.00 ,,0.00 ,0.000 ,,,0.000 ,,,0.10 ,26.40 ,33.90 ,,,,,,
,qPCR,6/11/2007,-5.62 ,5.85 ,0.0 ,25.000 ,0.70 ,,0.70 ,0.000 ,,Rhizosolenia,11.000 ,11.000 ,,0.00 ,26.50 ,33.10 ,,,,,,
,qPCR,6/12/2007,-4.51 ,2.32 ,0.0 ,14.000 ,0.00 ,,0.00 ,0.000 ,,Rhizosolenia,1.300 ,1.300 ,,0.00 ,26.50 ,34.90 ,,,,,,
,qPCR,6/12/2007,-4.51 ,2.32 ,39.3 ,0.000 ,0.00 ,,0.00 ,0.000 ,,,0.000 ,,,4.60 ,19.40 ,36.00 ,,,,,,
,qPCR,6/13/2007,-2.00 ,2.33 ,0.0 ,0.370 ,9.50 ,,9.50 ,0.001 ,,Rhizosolenia,0.087 ,0.087 ,,0.00 ,25.30 ,35.80 ,,,,,,
,qPCR,6/13/2007,-2.00 ,2.33 ,38.8 ,0.037 ,7.20 ,,7.20 ,0.000 ,,Rhizosolenia,0.042 ,0.042 ,,4.20 ,21.50 ,35.80 ,,,,,,
,qPCR,6/14/2007,0.53 ,2.33 ,0.0 ,17.000 ,17.00 ,,17.00 ,0.200 ,,,0.000 ,,,0.00 ,27.00 ,34.70 ,,,,,,
,qPCR,6/14/2007,0.53 ,2.33 ,16.5 ,2.100 ,5.90 ,,5.90 ,0.038 ,,,0.000 ,,,0.00 ,26.90 ,34.70 ,,,,,,
,qPCR,6/14/2007,0.53 ,2.33 ,36.0 ,0.012 ,0.00 ,,0.00 ,0.001 ,,,0.000 ,,,0.00 ,19.60 ,36.00 ,,,,,,
,qPCR,6/15/2007,3.52 ,2.33 ,1.2 ,46.000 ,0.00 ,,0.00 ,2.000 ,,,0.000 ,,,1.30 ,28.20 ,34.60 ,,,,,,
,qPCR,6/15/2007,3.52 ,2.33 ,19.9 ,2.100 ,0.0010 ,,0.0010 ,5.200 ,,,0.000 ,,,1.40 ,28.20 ,34.60 ,,,,,,
,qPCR,6/15/2007,3.52 ,2.33 ,39.3 ,6.700 ,4.50 ,,4.50 ,0.330 ,,Rhizosolenia,0.039 ,0.039 ,,0.00 ,25.40 ,35.90 ,,,,,,
,qPCR,6/15/2007,4.51 ,2.34 ,1.1 ,61.000 ,0.00 ,,0.00 ,3.200 ,,Rhizosolenia,1.700 ,1.700 ,,1.40 ,27.80 ,34.60 ,,,,,,
,qPCR,6/15/2007,4.51 ,2.34 ,18.3 ,31.000 ,0.0010 ,,0.0010 ,0.900 ,,Rhizosolenia,0.600 ,0.600 ,,0.00 ,27.80 ,34.60 ,,,,,,
"Foster, R.A., Max Planck Institute for Marine Microbiology, rfoster@mpi-bremen.de",qPCR,7/14/2008,24.51 ,-109.00 ,50.0 ,0.035 ,0.00 ,,0.00 ,0.000 ,,Hemiaulus,1.162 ,,1.162 ,,21.74 ,34.63 ,,,,,,
,qPCR,7/14/2008,24.51 ,-109.00 ,35.0 ,,0.00 ,,0.00 ,1.000 ,,"Rhizosolenia,Hemiaulus",1.420 ,,,,25.07 ,34.84 ,,,,,,
,qPCR,7/14/2008,24.51 ,-109.00 ,25.0 ,,0.00 ,,0.00 ,1.000 ,,,,,,,26.28 ,34.87 ,,,,,,
,qPCR,7/14/2008,24.51 ,-109.00 ,15.0 ,0.000 ,0.00 ,,0.00 ,1.000 ,,"Rhizosolenia,Hemiaulus",1.760 ,,,,27.26 ,35.09 ,,,,,,
,qPCR,7/14/2008,24.51 ,-109.00 ,5.0 ,3.130 ,0.00 ,,0.00 ,1.000 ,,"Rhizosolenia,Hemiaulus",12.049 ,,,,28.83 ,34.99 ,,,,,,
,qPCR,7/14/2008,24.51 ,-109.00 ,0.0 ,438.000 ,0.00 ,,0.00 ,1.000 ,,"Rhizosolenia,Hemiaulus",9.666 ,,,,28.87 ,34.99 ,,,,,,
,qPCR,7/18/2008,20.55 ,-106.55 ,55.0 ,,0.00 ,,0.00 ,0.000 ,,"Rhizosolenia,Hemiaulus",1.541 ,,,,25.96 ,34.89 ,,,,,,
,qPCR,7/18/2008,20.55 ,-106.55 ,40.0 ,4.210 ,0.00 ,,0.00 ,1.000 ,,,,,,,27.05 ,34.79 ,,,,,,
,qPCR,7/18/2008,20.55 ,-106.55 ,30.0 ,0.533 ,0.00 ,,0.00 ,1.000 ,,Hemiaulus,0.154 ,,0.154 ,,28.02 ,34.60 ,,,,,,
,qPCR,7/18/2008,20.55 ,-106.55 ,23.0 ,6.450 ,0.00 ,,0.00 ,0.000 ,,,,,,,28.47 ,34.33 ,,,,,,
,qPCR,7/18/2008,20.55 ,-106.55 ,17.0 ,6.760 ,0.00 ,,0.00 ,0.000 ,,Hemiaulus,1.070 ,,1.070 ,,28.80 ,34.23 ,,,,,,
,qPCR,7/18/2008,20.55 ,-106.55 ,10.0 ,15.600 ,0.00 ,,0.00 ,0.000 ,,,,,,,29.09 ,34.13 ,,,,,,
,qPCR,7/18/2008,20.55 ,-106.55 ,6.0 ,24.800 ,0.00 ,,0.00 ,0.000 ,,,,,,,29.49 ,33.93 ,,,,,,
,qPCR,7/12/2008,26.51 ,-110.31 ,75.0 ,,,,,1.000 ,,,,,,,,,,,,,,
,qPCR,7/12/2008,26.51 ,-110.31 ,35.0 ,0.000 ,0.00 ,,0.00 ,0.000 ,,Rhizosolenia,0.406 ,0.406 ,,,18.67 ,34.70 ,,,,,,
,qPCR,7/12/2008,26.51 ,-110.31 ,25.0 ,6.210 ,0.00 ,,0.00 ,1.000 ,,,,,,,24.54 ,35.15 ,,,,,,
,qPCR,7/12/2008,26.51 ,-110.31 ,15.0 ,,,,,0.000 ,,,,,,,,,,,,,,
,qPCR,7/12/2008,26.51 ,-110.31 ,5.0 ,,0.00 ,,0.00 ,0.000 ,,Hemiaulus,0.000 ,,0.000 ,,27.88 ,35.25 ,,,,,,
,qPCR,7/12/2008,26.51 ,-110.31 ,0.0 ,,0.00 ,,0.00 ,0.000 ,,Hemiaulus,1.090 ,,1.090 ,,27.94 ,35.25 ,,,,,,
